Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Expleo Technology Ireland Limited,Update Members,2026-05-08 15:02:51.684000Z,163128M,Received,Active
Expleo Technology Ireland Limited,Update Members,2026-05-08 14:49:12.370000Z,163128M,Submitted,Active
Unio Employee Benefits,Update Members,2026-05-08 14:17:52.615000Z,163082M,Received,Active
Caragh Tool and Die Ltd,Update Members,2026-05-08 14:12:56.443000Z,159798M,Completed,Active
Intercom R and D Unlimited Company,Update Members,2026-05-08 14:12:51.343000Z,159813M,Completed,Active
Unio Employee Benefits,Update Members,2026-05-08 14:01:16.033000Z,163082M,Submitted,Active
CSC Capital Markets Ireland Ltd,Update Members,2026-05-08 13:43:08.878000Z,163051M,Received,Active
CSC Capital Markets Ireland Ltd,Update Members,2026-05-08 13:30:28.792000Z,163051M,Submitted,Active
Kingfisher,Update Members,2026-05-08 11:27:21.971000Z,157678M,Cancelled,Active
BearingPoint Ireland Limited,Update Members,2026-05-08 11:19:35.188000Z,162953M,Received,Active
BearingPoint Ireland Limited,Update Members,2026-05-08 11:01:00.007000Z,162953M,Submitted,Active
Booking Holdings Financial Services Intl Ltd,Update Members,2026-05-08 09:55:15.659000Z,146825M,Completed,Active
ING Bank NV Dublin Branch,Update Members,2026-05-08 08:36:47.845000Z,161261M,Completed,Active
Cohesity International Limited,Update Members,2026-05-07 17:52:27.122000Z,162653M,Received,Active
Cohesity International Limited,Update Members,2026-05-07 17:52:26.648000Z,162649M,Received,Active
Cohesity International Limited,Update Members,2026-05-07 17:52:26.236000Z,162651M,Received,Active
Cohesity International Limited,Update Members,2026-05-07 17:52:26.192000Z,162650M,Received,Active
Cohesity International Limited,Update Members,2026-05-07 17:39:08.281000Z,162653M,Submitted,Active
Cohesity International Limited,Update Members,2026-05-07 17:38:33.534000Z,162651M,Submitted,Active
Cohesity International Limited,Update Members,2026-05-07 17:38:00.475000Z,162650M,Submitted,Active
Cohesity International Limited,Update Members,2026-05-07 17:36:00.592000Z,162649M,Submitted,Active
Ethos Engineering Limited,Update Members,2026-05-07 16:35:29.523000Z,162632M,Received,Active
Ethos Engineering Limited,Update Members,2026-05-07 16:21:21.195000Z,162632M,Submitted,Active
MeiraGTx Ireland DAC,Update Members,2026-05-07 15:53:26.181000Z,159472M,Completed,Active
Demonware Limited,Update Members,2026-05-07 11:12:59.148000Z,131034M,Completed,Active
MeiraGTx Ireland DAC,Update Members,2026-05-07 11:06:31.928000Z,159476M,Cancelled,Active
Mathworks Limited,Update Members,2026-05-07 10:50:21.122000Z,162329M,Received,Active
Mathworks Limited,Update Members,2026-05-07 10:34:15.436000Z,162329M,Submitted,Active
Firhouse Credit Union Ltd,Update Members,2026-05-07 10:33:37.758000Z,159253M,Completed,Active
Source Galileo Ireland Limited,Update Members,2026-05-07 10:33:26.310000Z,159430M,Completed,Active
Unio Employee Benefits,Update Members,2026-05-07 10:00:19.735000Z,162272M,Received,Active
Countrystyle Foods Ltd,Update Members,2026-05-07 10:00:18.293000Z,162259M,Received,Active
Unio Employee Benefits,Update Members,2026-05-07 09:42:18.199000Z,162272M,Submitted,Active
Countrystyle Foods Ltd,Update Members,2026-05-07 09:35:55.704000Z,162259M,Submitted,Active
Aldi Stores Ireland,Update Members,2026-05-06 14:43:44.373000Z,157587M,Completed,Active
Mark Landers FCD,Update Members,2026-05-06 14:30:34.796000Z,158827M,Cancelled,Active
SYS Financial Planning,Update Members,2026-05-06 11:53:54.995000Z,161741M,Received,Active
Darwin,Update Members,2026-05-06 11:48:32.969000Z,104197M,Completed,Active
SYS Financial Planning,Update Members,2026-05-06 11:34:19.904000Z,161741M,Submitted,Active
Coillte Teoranta,Update Members,2026-05-06 10:32:49.505000Z,158669M,Completed,Active
Kirwan Pike Insurance and Fin Servs,Update Members,2026-05-06 09:34:36.679000Z,161089M,Completed,Active
Aldi Stores Ireland,Update Members,2026-05-06 08:26:41.502000Z,156947M,Completed,Active
Mark Landers FCD,Update Members,2026-05-06 08:05:48.103000Z,158828M,Completed,Active
Darwin,Update Members,2026-05-05 15:39:12.161000Z,121688M,Completed,Active
Kirwan Pike Insurance and Fin Servs,Update Members,2026-05-05 13:41:47.712000Z,157971M,Completed,Active
ING Bank NV Dublin Branch,Update Members,2026-05-05 12:53:27.688000Z,161261M,Received,Active
The Irish Times,Update Members,2026-05-05 12:41:25.574000Z,158022M,Completed,Active
Kingfisher,Update Members,2026-05-05 12:39:00.146000Z,157687M,Completed,Active
ING Bank NV Dublin Branch,Update Members,2026-05-05 12:34:37.869000Z,161261M,Submitted,Active
Aldi Stores Ireland,Update Members,2026-05-05 11:21:14.123000Z,156945M,Completed,Active
MongoDB Limited,Update Members,2026-05-05 11:01:42.620000Z,113433M,Completed,Active
Bord na Mona PLC,Update Members,2026-05-05 10:19:23.711000Z,161152M,Received,Active
Bord na Mona PLC,Update Members,2026-05-05 10:04:48.721000Z,161152M,Submitted,Active
Kirwan Pike Insurance and Fin Servs,Update Members,2026-05-05 09:18:02.769000Z,161089M,Received,Active
Kirwan Pike Insurance and Fin Servs,Update Members,2026-05-05 08:58:23.532000Z,161089M,Submitted,Active
Tata Consultancy Services Ltd,Update Members,2026-05-05 08:40:06.282000Z,161063M,Received,Active
Tata Consultancy Services Ltd,Update Members,2026-05-05 08:19:23.297000Z,161063M,Submitted,Active
The Irish Times,Update Members,2026-05-05 08:08:47.091000Z,156899M,Completed,Active
Tesla Motors Ireland Limited,Update Members,2026-05-04 09:40:18.950000Z,160941M,Received,Active
Tesla Motors Ireland Limited,Update Members,2026-05-04 09:28:46.038000Z,160941M,Submitted,Active
Enterprise Ire IDA and Science Foundation,Update Members,2026-05-04 08:39:10.735000Z,159766M,Completed,Active
Irish Nurses and Midwives Organisation,Update Members,2026-05-04 07:15:06.278000Z,158866M,Completed,Active
Society of Saint Vincent De Paul,Update Members,2026-05-01 15:39:08.283000Z,095863M,Completed,Active
Tenable Network Security Ireland Limited,Update Members,2026-05-01 15:28:32.621000Z,160543M,Received,Active
Tenable Network Security Ireland Limited,Update Members,2026-05-01 15:07:51.725000Z,160543M,Submitted,Active
Tenable Network Security Ireland Limited,Update Members,2026-05-01 14:31:10.377000Z,160520M,Received,Active
Tenable Network Security Ireland Limited,Update Members,2026-05-01 14:17:41.773000Z,160520M,Submitted,Active
Focus Ireland,Update Members,2026-05-01 11:44:55.341000Z,160411M,Received,Active
Focus Ireland,Update Members,2026-05-01 11:25:19.449000Z,160411M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-31 13:02:04.221000Z,174115M,Completed,Active
Ingersoll Rand Industrial Ire Limited,Add Members,2026-05-31 12:41:17.980000Z,174262M,Completed,Active
Irish Life,Add Members,2026-05-31 12:25:12.456000Z,167701M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-31 11:33:00.852000Z,173422M,Completed,Active
SGS Ireland Limited,Add Members,2026-05-31 11:08:54.668000Z,173457M,Completed,Active
Dublin Central Mission,Add Members,2026-05-31 11:03:29.293000Z,173635M,Completed,Active
SHS Sales and Marketing Ltd,Add Members,2026-05-31 10:19:22.840000Z,173421M,Completed,Active
Emerson Process Management Ltd,Add Members,2026-05-31 10:09:37.172000Z,173664M,Completed,Active
Omni Analytics Ireland Limited,Add Members,2026-05-31 09:52:01.303000Z,171280M,Completed,Active
Dentons Ire Legal Ser Ltd,Add Members,2026-05-31 09:35:25.432000Z,173365M,Completed,Active
Aryza Ireland Limited,Add Members,2026-05-30 20:44:37.522000Z,174981M,Received,Active
Aryza Ireland Limited,Add Members,2026-05-30 20:24:51.576000Z,174981M,Submitted,Active
AWP Health and Life SA,Add Members,2026-05-29 16:48:34.051000Z,174760M,Received,Active
AWP Health and Life SA,Add Members,2026-05-29 16:29:07.980000Z,174760M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-29 15:47:08.529000Z,174744M,Received,Active
Age Action Ireland Limited,Add Members,2026-05-29 15:35:00.680000Z,174740M,Received,Active
Unio Employee Benefits,Add Members,2026-05-29 15:31:41.039000Z,174744M,Submitted,Active
Age Action Ireland Limited,Add Members,2026-05-29 15:16:31.857000Z,174740M,Submitted,Active
Dornan Engineering Limited,Add Members,2026-05-29 15:07:16.237000Z,172687M,Completed,Active
GoTo Technologies Ireland Unlimited Co,Add Members,2026-05-29 14:53:37.722000Z,168162M,Completed,Active
Ingersoll Rand Industrial Ire Limited,Add Members,2026-05-29 14:33:32.215000Z,174695M,Received,Active
Irish Life,Add Members,2026-05-29 14:13:23.755000Z,174016M,Completed,Active
Irish Life,Add Members,2026-05-29 14:10:42.494000Z,174018M,Completed,Active
WESCO Electrical Limited,Add Members,2026-05-29 14:07:45.311000Z,174693M,Received,Active
Unio Employee Benefits,Add Members,2026-05-29 14:06:14.375000Z,173872M,Completed,Active
Premier Lotteries Ireland DAC,Add Members,2026-05-29 14:03:43.610000Z,169444M,Completed,Active
Ingersoll Rand Industrial Ire Limited,Add Members,2026-05-29 13:59:58.818000Z,174695M,Submitted,Active
Henry Schein Ireland Limited,Add Members,2026-05-29 13:56:08.528000Z,174686M,Received,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-29 13:55:53.738000Z,174684M,Received,Active
Brinks Cash Services  Ireland  Limited,Add Members,2026-05-29 13:54:50.284000Z,172897M,Completed,Active
WESCO Electrical Limited,Add Members,2026-05-29 13:54:16.285000Z,174693M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-29 13:47:17.564000Z,173432M,Completed,Active
Zellis,Add Members,2026-05-29 13:46:17.189000Z,174117M,Completed,Active
SD Worx Ireland Limited,Add Members,2026-05-29 13:44:15.756000Z,174674M,Received,Active
Unio Employee Benefits,Add Members,2026-05-29 13:44:08.568000Z,174679M,Received,Active
Henry Schein Ireland Limited,Add Members,2026-05-29 13:41:10.037000Z,174686M,Submitted,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-29 13:39:03.227000Z,174684M,Submitted,Active
McDonnell Bros Ltd,Add Members,2026-05-29 13:32:41.129000Z,174666M,Received,Active
Unio Employee Benefits,Add Members,2026-05-29 13:29:31.969000Z,174679M,Submitted,Active
SD Worx Ireland Limited,Add Members,2026-05-29 13:27:09.003000Z,174674M,Submitted,Active
Irish Blood Transfusion Service,Add Members,2026-05-29 13:25:02.367000Z,173407M,Completed,Active
MongoDB Limited,Add Members,2026-05-29 13:21:11.434000Z,174659M,Received,Active
McDonnell Bros Ltd,Add Members,2026-05-29 13:14:39.058000Z,174666M,Submitted,Active
MongoDB Limited,Add Members,2026-05-29 13:09:16.670000Z,174659M,Submitted,Active
Irish Life,Add Members,2026-05-29 13:05:43.686000Z,174611M,Completed,Active
MMPI,Add Members,2026-05-29 12:22:45.933000Z,172871M,Completed,Active
Irish Life,Add Members,2026-05-29 11:53:16.430000Z,174611M,Received,Active
Irish Life,Add Members,2026-05-29 11:30:22.983000Z,174611M,Submitted,Active
Crotty Insurance Brokers Ltd,Add Members,2026-05-29 11:27:41.095000Z,172986M,Completed,Active
Irish Life,Add Members,2026-05-29 11:20:30.451000Z,173567M,Completed,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-29 11:18:09.813000Z,174597M,Received,Active
Synergy Health Ireland Limited,Add Members,2026-05-29 11:18:02.655000Z,174592M,Received,Active
Cushman and Wakefield Ireland,Add Members,2026-05-29 11:17:46.690000Z,172947M,Completed,Active
Laydex Limited,Add Members,2026-05-29 11:16:55.932000Z,173475M,Completed,Active
Virtu Financial Ireland Ltd,Add Members,2026-05-29 11:16:30.356000Z,172853M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-29 11:05:02.690000Z,172974M,Completed,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-29 11:03:07.200000Z,174597M,Submitted,Active
Kent Stainless Wexford Limited,Add Members,2026-05-29 11:02:22.059000Z,172846M,Completed,Active
Irish Blood Transfusion Service,Add Members,2026-05-29 11:01:34.910000Z,173406M,Completed,Active
Unio Employee Benefits,Add Members,2026-05-29 10:56:51.610000Z,172749M,Completed,Active
Synergy Health Ireland Limited,Add Members,2026-05-29 10:54:18.053000Z,174592M,Submitted,Active
R B K Wealth Management,Add Members,2026-05-29 10:53:45.828000Z,174576M,Received,Active
Comhar Linn INTO Credit Union Ltd,Add Members,2026-05-29 10:53:25.353000Z,172865M,Completed,Active
Irish Life,Add Members,2026-05-29 10:41:48.663000Z,174571M,Received,Active
Irish Life,Add Members,2026-05-29 10:41:42.848000Z,174569M,Received,Active
Unio Employee Benefits,Add Members,2026-05-29 10:41:02.478000Z,172761M,Completed,Active
R B K Wealth Management,Add Members,2026-05-29 10:35:28.368000Z,174576M,Submitted,Active
MMPI,Add Members,2026-05-29 10:29:24.245000Z,174567M,Received,Active
Irish Life,Add Members,2026-05-29 10:29:24.182000Z,174564M,Received,Active
Bon Secours Health System CLG,Add Members,2026-05-29 10:26:33.386000Z,172694M,Completed,Active
Bon Secours Health System CLG,Add Members,2026-05-29 10:26:13.184000Z,172688M,Completed,Active
Bon Secours Health System CLG,Add Members,2026-05-29 10:22:22.652000Z,172693M,Completed,Active
Irish Life,Add Members,2026-05-29 10:20:44.875000Z,174571M,Submitted,Active
Irish Life,Add Members,2026-05-29 10:19:41.724000Z,174569M,Submitted,Active
Unio Employee Benefits,Add Members,2026-05-29 10:19:12.094000Z,172699M,Completed,Active
Intercom R and D Unlimited Company,Add Members,2026-05-29 10:17:25.561000Z,174560M,Received,Active
Smartply Europe Limited,Add Members,2026-05-29 10:17:25.492000Z,174561M,Received,Active
MMPI,Add Members,2026-05-29 10:15:16.879000Z,174567M,Submitted,Active
Irish Life,Add Members,2026-05-29 10:06:29.300000Z,174564M,Submitted,Active
CIE Group,Add Members,2026-05-29 10:06:17.765000Z,170423M,Cancelled,Active
Brand Energy and Infrastructure Services,Add Members,2026-05-29 10:06:16.199000Z,173500M,Cancelled,Active
MMPI,Add Members,2026-05-29 10:06:09.533000Z,172869M,Completed,Active
Solenis Ireland Limited,Add Members,2026-05-29 10:05:03.684000Z,174544M,Received,Active
Medite Europe DAC,Add Members,2026-05-29 10:04:57.054000Z,172981M,Completed,Active
Smartply Europe Limited,Add Members,2026-05-29 10:03:28.393000Z,174561M,Submitted,Active
Intercom R and D Unlimited Company,Add Members,2026-05-29 10:03:09.572000Z,174560M,Submitted,Active
Cognizant Technology Solutions Ireland,Add Members,2026-05-29 10:00:15.563000Z,172692M,Completed,Active
Depaul Ireland,Add Members,2026-05-29 09:57:44.653000Z,172755M,Completed,Active
St Hildas Services CLG,Add Members,2026-05-29 09:52:49.083000Z,174472M,Completed,Active
Solenis Ireland Limited,Add Members,2026-05-29 09:44:04.251000Z,174544M,Submitted,Active
Prosper Group Fingal and Meath,Add Members,2026-05-29 09:31:20.696000Z,173612M,Completed,Active
Advanced Manufacturing Control Systems,Add Members,2026-05-29 09:16:47.898000Z,172718M,Completed,Active
Sumitomo Mitsui Banking Corporation,Add Members,2026-05-29 09:03:18.168000Z,174498M,Received,Active
Sumitomo Mitsui Banking Corporation,Add Members,2026-05-29 08:43:10.226000Z,174498M,Submitted,Active
Sumitomo Mitsui Banking Corporation,Add Members,2026-05-29 08:30:16.587000Z,170946M,Completed,Active
MMPI,Add Members,2026-05-29 08:25:30.887000Z,174483M,Received,Active
MMPI,Add Members,2026-05-29 08:12:05.331000Z,174483M,Submitted,Active
MMPI,Add Members,2026-05-29 07:58:58.781000Z,174477M,Received,Active
St Hildas Services CLG,Add Members,2026-05-29 07:47:06.360000Z,174472M,Received,Active
MMPI,Add Members,2026-05-29 07:40:01.108000Z,174477M,Submitted,Active
St Hildas Services CLG,Add Members,2026-05-29 07:31:21.572000Z,174472M,Submitted,Active
Milestone Integration Services Ltd,Add Members,2026-05-29 06:49:07.024000Z,174457M,Received,Active
Milestone Integration Services Ltd,Add Members,2026-05-29 06:36:29.383000Z,174457M,Submitted,Active
Irish Cement Ltd,Add Members,2026-05-28 21:02:58.133000Z,174337M,Received,Active
Irish Cement Ltd,Add Members,2026-05-28 20:39:46.541000Z,174337M,Submitted,Active
Grifols Worldwide Operations Ltd,Add Members,2026-05-28 16:45:10.214000Z,174279M,Received,Active
Grifols Worldwide Operations Ltd,Add Members,2026-05-28 16:28:04.382000Z,174279M,Submitted,Active
Ingersoll Rand Industrial Ire Limited,Add Members,2026-05-28 16:21:16.373000Z,174262M,Received,Active
Unio Employee Benefits,Add Members,2026-05-28 16:13:15.734000Z,172351M,Completed,Active
Ingersoll Rand Industrial Ire Limited,Add Members,2026-05-28 16:06:51.208000Z,174262M,Submitted,Active
Roadstone Limited,Add Members,2026-05-28 15:56:27.608000Z,174233M,Received,Active
The Agricultural Trust,Add Members,2026-05-28 15:56:27.597000Z,174238M,Received,Active
Unio Employee Benefits,Add Members,2026-05-28 15:36:48.405000Z,172376M,Completed,Active
The Agricultural Trust,Add Members,2026-05-28 15:36:11.482000Z,174238M,Submitted,Active
Roadstone Limited,Add Members,2026-05-28 15:34:24.212000Z,174233M,Submitted,Active
Irish Life,Add Members,2026-05-28 15:28:06.995000Z,173617M,Completed,Active
Kirwan Pike Insurance and Fin Servs,Add Members,2026-05-28 15:26:20.268000Z,170838M,Completed,Active
NFP Ireland Consultants Ltd,Add Members,2026-05-28 15:18:43.634000Z,172344M,Completed,Active
Irish Life,Add Members,2026-05-28 15:13:09.348000Z,172218M,Completed,Active
Irish Life,Add Members,2026-05-28 14:55:04.391000Z,173023M,Cancelled,Active
